ah004-081|Am an attendant lord, 1 that will do to swell a progress, start a scene or 2, advise the prince; no doubt, an easy tool, deferential, glad to be of use, politic, cautious, and meticulous;|Am an attendant lord, one that will do to swell a progress, start a scene or two, advise the prince; no doubt, an easy tool, deferential, glad to be of use, politic, cautious, and meticulous;
ah004-082|Full of high sentence, but a bit obtuse;|Full of high sentence, but a bit obtuse;
ah004-083|At times, indeed, almost ridiculous|At times, indeed, almost ridiculous
ah004-084|Almost, at times, the Fool.|Almost, at times, the Fool.
ah004-085|I grow old ... I grow old ...|I grow old ... I grow old ...
ah004-086|I shall wear the bottoms of my trousers rolled.|I shall wear the bottoms of my trousers rolled.
ah004-087|Shall I part my hair behind? Do I dare to eat a peach?|Shall I part my hair behind? Do I dare to eat a peach?
ah004-088|I shall wear white flannel trousers, and walk upon the beach.|I shall wear white flannel trousers, and walk upon the beach.
ah004-089|I have heard the mermaids singing, each to each.|I have heard the mermaids singing, each to each.
ah004-090|I do not think that they will sing to me.|I do not think that they will sing to me.
ah004-091|I have seen them riding seaward on the waves combing the white hair of the waves blown back.|I have seen them riding seaward on the waves combing the white hair of the waves blown back.
ah004-092|When the wind blows the water white and black.|When the wind blows the water white and black.
ah004-093|We have lingered in the chambers of the sea|We have lingered in the chambers of the sea
ah004-094|By sea girls wreathed with seaweed red and brown|By sea girls wreathed with seaweed red and brown
ah004-095|Till human voices wake us, and we drown.|Till human voices wake us, and we drown.
ah005-001|It was a return really.|It was a return really.
ah005-002|Because when I was a younger actor, when I came here to New York 1974 to do acquis I mean I used to, sort of eat the furniture.|Because when I was a younger actor, when I came here to New York nineteen seventy four to do acquis I mean I used to, sort of eat the furniture.
ah005-003|When you're young you can do all that stuff and uh I was always rather impressed by myself thinking, god this is good and people seem to like what I was doing and give me part|When you're young you can do all that stuff and uh I was always rather impressed by myself thinking, god this is good and people seem to like what I was doing and give me part
ah005-004|Oh there was a great director I worked with he was a pretty savage directory called John Dex|Oh there was a great director I worked with he was a pretty savage directory called John Dex
ah005-005|He's, gone now, he's dead but uh he's to|He's, gone now, he's dead but uh he's to
ah005-006|Shout at me to stand still hold it and be economize|Shout at me to stand still hold it and be economize
ah005-007|Be economical Laurance Olivia said the same thing when I was working at the Vic he said economize he said because you if you hit the ceiling all the time the audience gets dull and may as well get drunk at the pub next door|Be economical Laurance Olivia said the same thing when I was working at the Vic he said economize he said because you if you hit the ceiling all the time the audience gets dull and may as well get drunk at the pub next door
ah005-008|So he said don't show too much just contain contain|So he said don't show too much just contain contain
ah005-009|But I had never understood that and as the years have gone by its sort of beguning it its happened for me I understand that the less you show the m less is more|But I had never understood that and as the years have gone by its sort of beguning it its happened for me I understand that the less you show the m less is more
ah005-010|But you have to have the power or reserve inside|But you have to have the power or reserve inside
ah005-011|But the less you show, you let the audience do the work|But the less you show, you let the audience do the work
ah005-012|And it's a chic I guess or it's some thing that came to me|And it's a chic I guess or it's some thing that came to me
ah005-013|But it's not even a conscious uh technique of, I just find it easier now to be still|But it's not even a conscious uh technique of, I just find it easier now to be still
ah005-014|But with with shadowlands it was like a return for me it's like to goin back and think oh I can go back to that theory of my life I can go back to this emotional reservoir and use it|But with with shadowlands it was like a return for me it's like to goin back and think oh I can go back to that theory of my life I can go back to this emotional reservoir and use it
ah005-015|It sounds serry very conceited to say this but, you know I'm an actor and, I was just|It sounds serry very conceited to say this but, you know I'm an actor and, I was just
ah005-016|Kind of relieved when I mightily relieved when I found that I was able, uh to tap back into that reserve|Kind of relieved when I mightily relieved when I found that I was able, uh to tap back into that reserve
ah005-017|But it's just another interpretate|But it's just another interpretate
ah005-018|Well actually I uh suppose I'm a method actor|Well actually I uh suppose I'm a method actor
ah005-019|I am a method actor really, I have my own personal method|I am a method actor really, I have my own personal method
ah005-020|But what I I've simplified it now and I I'd absorb the text|But what I I've simplified it now and I I'd absorb the text
ah005-021|I sort of absorb the tech|I sort of absorb the tech
ah005-023|Well the script, is the script I mean all the information I need is thin lines that had been written by Bow Nicholson or Shakespeare or whoever he is|Well the script, is the script I mean all the information I need is thin lines that had been written by Bow Nicholson or Shakespeare or whoever he is
ah005-024|There, puh put it into computer which is up here which we all have it is the computer|There, puh put it into computer which is up here which we all have it is the computer
ah005-025|And um let program it, put it in there, let it cook, let it gestate and then when you turn up on the set or the stage or wherever you're gonna rehearse or do or shoot the film or whatever|And um let program it, put it in there, let it cook, let it gestate and then when you turn up on the set or the stage or wherever you're gonna rehearse or do or shoot the film or whatever
ah005-026|Relax, that's the most important thing to program yourself is to relax and say okay, no deep meditation but say okay I'm relax|Relax, that's the most important thing to program yourself is to relax and say okay, no deep meditation but say okay I'm relax
ah005-027|And then come on, and they say action, let the part play through you|And then come on, and they say action, let the part play through you
ah005-028|And I find that that is the|And I find that that is the
ah005-029|For me ooh the most surprising thing is that the part, the character plays through you|For me ooh the most surprising thing is that the part, the character plays through you
ah005-030|Through your instrument your body your mind your psyche and it filters through you and will take its own course and|Through your instrument your body your mind your psyche and it filters through you and will take its own course and
ah005-031|The fun I get out of it is the real fun is|The fun I get out of it is the real fun is
ah005-032|Never knowing which, what's gonna happen next|Never knowing which, what's gonna happen next
ah005-033|And even on stage if you're repeating a performance you're not quite sure what's going to happen next|And even on stage if you're repeating a performance you're not quite sure what's going to happen next
ah005-034|I think that's what you have to do with the other actors|I think that's what you have to do with the other actors
ah005-035|Keep it, fluid all the time|Keep it, fluid all the time
ah005-036|Yeah ih it's difficult on stage to do that night after night but it's something you can aim for|Yeah ih it's difficult on stage to do that night after night but it's something you can aim for
ah005-037|Sometimes it's exhausting because z you come to a point I don't think I can't find any more|Sometimes it's exhausting because z you come to a point I don't think I can't find any more
ah005-038|Interpretations of this|Interpretations of this
ah005-039|But whether it's Shakespeare or Sophocles or Tennessee Williams|But whether it's Shakespeare or Sophocles or Tennessee Williams
ah005-040|Well I had an idyllic childhood in 1 way in 1 respect it was a very, powerful memory and image of it all|Well I had an idyllic childhood in one way in one respect it was a very, powerful memory and image of it all
ah005-041|I I've I've got it almost total recall of impressions and images of it|I I've I've got it almost total recall of impressions and images of it
ah005-042|Of summers and beautiful summers|Of summers and beautiful summers
ah005-043|But as a child, academically in school I was lonely and I was|But as a child, academically in school I was lonely and I was
ah005-044|Scared I didn't know I think perhaps I was dyslexic maybe I don't know|Scared I didn't know I think perhaps I was dyslexic maybe I don't know
ah005-045|I couldn't keep up with people|I couldn't keep up with people
ah005-046|So I fell down to I felt, much like an outsider|So I fell down to I felt, much like an outsider
ah005-047|And I was a mimic and I was uh I could paint and I could draw and I would cu play the piano|And I was a mimic and I was uh I could paint and I could draw and I would cu play the piano
ah005-048|I was a bit morbid I was a bit depressed and my father used to urge me to get out and make friends and I could never|I was a bit morbid I was a bit depressed and my father used to urge me to get out and make friends and I could never
ah005-049|So I think what happened situations came along and I an I was born in the same town as Richard Burton who was then a big success|So I think what happened situations came along and I an I was born in the same town as Richard Burton who was then a big success
ah005-050|Local boy made good, and uh, 1 day I thought I want to do that|Local boy made good, and uh, one day I thought I want to do that
ah005-051|That's what I want to be I just wanted to escape out of myself and become, so I became an actor|That's what I want to be I just wanted to escape out of myself and become, so I became an actor
ah005-052|And anymore I have to say is eh its been uh a great therapy for me be its given me a whole freedom|And anymore I have to say is eh its been uh a great therapy for me be its given me a whole freedom
ah005-053|And, it's been a sort of cure, in a way|And, it's been a sort of cure, in a way
ah005-054|Its, affirmed for me that I wasn't, you know that I uh that life is good and that I can actually function and things are okay|Its, affirmed for me that I wasn't, you know that I uh that life is good and that I can actually function and things are okay
ah005-055|Was I born to do it? I'm still a bit bewildered I still never, and I'm glad of this because of where I came from and what I was as a child|Was I born to do it? I'm still a bit bewildered I still never, and I'm glad of this because of where I came from and what I was as a child
ah005-056|I never still today don't quite fit in to this profession I I feel like I'm visiting|I never still today don't quite fit in to this profession I I feel like I'm visiting
ah005-057|I still have that feeling and I I, I don't hang out with actors much|I still have that feeling and I I, I don't hang out with actors much
ah005-058|I sometimes think I wonder if they're going to find out I that really don't belong in this business|I sometimes think I wonder if they're going to find out I that really don't belong in this business
ah005-059|The voice that, keeps reminding me, I I guess it centers you and|The voice that, keeps reminding me, I I guess it centers you and
ah005-060|Keeps you grounded which is good|Keeps you grounded which is good
ah005-061|Believing your own publicity, if you start believing how good you are|Believing your own publicity, if you start believing how good you are
ah005-062|You start living that fantasy then you can go mad and become a monster|You start living that fantasy then you can go mad and become a monster
ah005-063|For this time round now in my second surge, or whatever it is|For this time round now in my second surge, or whatever it is
ah005-064|I feel, um, very fortunate, very, yeah very fortunate|I feel, um, very fortunate, very, yeah very fortunate
ah005-065|Because it's like a second chance at it|Because it's like a second chance at it
ah005-066|My life has been a bit like that and, uh|My life has been a bit like that and, uh
ah005-067|Yes ice I was scared I was frightened I was felt inadequate|Yes ice I was scared I was frightened I was felt inadequate
ah005-068|I was rebellious I was angry|I was rebellious I was angry
ah005-069|I couldn't stand the British establishment as that's how I perceived it|I couldn't stand the British establishment as that's how I perceived it
ah005-070|There were no enemies the enemy was in me really|There were no enemies the enemy was in me really
ah005-071|Me, I was the trouble|Me, I was the trouble
ah005-072|I was discontented I was neurotic I was self destructive, and paranoid, like a lot of people I in this business|I was discontented I was neurotic I was self destructive, and paranoid, like a lot of people I in this business
ah005-073|I projected onto other people it's their fault so I finally walked out|I projected onto other people it's their fault so I finally walked out
ah005-074|I turned around and bit the hand that fed me|I turned around and bit the hand that fed me
ah005-075|He'd helped me a great deal|He'd helped me a great deal
ah005-076|People like John Dexter and|People like John Dexter and
ah005-077|And I walked and I all always wanted to come to America|And I walked and I all always wanted to come to America
ah005-078|And as the years passed by I managed to get back in contact is with those people and|And as the years passed by I managed to get back in contact is with those people and
ah005-079|Say how sorry I was|Say how sorry I was
ah005-080|But, it was the best thing I could have done because I had to get out of that environment|But, it was the best thing I could have done because I had to get out of that environment
ah005-081|I didn't fit in, now I do|I didn't fit in, now I do
ah006-001|I wanted to be a musician I wanted to be, a pianist, and uh, uh a composer|I wanted to be a musician I wanted to be, a pianist, and uh, uh a composer
ah006-002|I played the piano ever since I was a kid 6 years of age|I played the piano ever since I was a kid six years of age
ah006-003|Anyway now I was 17 and I was at a loss I was in school, not qualified to do anything, hopeless at everything|Anyway now I was seventeen and I was at a loss I was in school, not qualified to do anything, hopeless at everything
ah006-004|uh academically uh no sports|uh academically uh no sports
ah006-005|uh, nothing like that so I I didn't know what I was gonna do and suddenly there was a scholarship for, the Cardiff collage of music and drama|uh, nothing like that so I I didn't know what I was gonna do and suddenly there was a scholarship for, the Cardiff collage of music and drama
ah006-006|So I thought well maybe I'll go and try a scholarship as an actor, and see if I can sneak into the music department|So I thought well maybe I'll go and try a scholarship as an actor, and see if I can sneak into the music department
ah006-007|Anyway I, never acted before in my life|Anyway I, never acted before in my life
ah006-008|Well I did a piece from Othello, and I did the audition I didn't know what I was doing but I did the audition full of sound and furry|Well I did a piece from Othello, and I did the audition I didn't know what I was doing but I did the audition full of sound and furry
ah006-009|Much to my surprise so that's how I'm, how I started out thought well this beats working for a living|Much to my surprise so that's how I'm, how I started out thought well this beats working for a living
ah006-010|Well I I saw it, recently I'd, I was in Rome and, I saw the film|Well I I saw it, recently I'd, I was in Rome and, I saw the film
ah006-011|I I was moved not by by my own performance I was moved by the nature of that scene|I I was moved not by by my own performance I was moved by the nature of that scene
ah006-012|Because it's very Welsh|Because it's very Welsh
ah006-013|It's very part of my own life, it sounds weird to say that because I don't know, quite what I mean but there's something I know about this, something in my nature I know|It's very part of my own life, it sounds weird to say that because I don't know, quite what I mean but there's something I know about this, something in my nature I know
ah006-014|Maybe through experience with my parents my father my grandfather, there's eh a darkness|Maybe through experience with my parents my father my grandfather, there's eh a darkness
ah006-015|There is something in there that moves me|There is something in there that moves me
ah006-016|And finally, you know, they're not long the days of wine and roses|And finally, you know, they're not long the days of wine and roses
ah006-017|Off we go into the darkness|Off we go into the darkness
ah006-018|Thank you very much, thank you|Thank you very much, thank you
ah006-019|I went through about 3 shirts I was so wet with perspiration and sweat he said well that's tension|I went through about three shirts I was so wet with perspiration and sweat he said well that's tension
ah006-020|Well I was a bad boy, I was um, I was trouble you know I was rebellious, restless|Well I was a bad boy, I was um, I was trouble you know I was rebellious, restless
ah006-021|And I I didn't fit in and I, I think it was nothing to do with the feeling, or Welsh or inferior but I I just, didn't feel I belonged anywhere|And I I didn't fit in and I, I think it was nothing to do with the feeling, or Welsh or inferior but I I just, didn't feel I belonged anywhere
ah006-022|And I still have that feeling to this day I, I, I I never fit in quite easily with people|And I still have that feeling to this day I, I, I I never fit in quite easily with people
ah006-023|In the acting business I love working with actors, but I always feel slightly, a bit of the outsider|In the acting business I love working with actors, but I always feel slightly, a bit of the outsider
ah006-024|And I think that's, been my, um driving force I suppose if you want to call it that|And I think that's, been my, um driving force I suppose if you want to call it that
ah006-025|And I, I I wasn't a very good team player|And I, I I wasn't a very good team player
ah006-026|And things went wrong during that production and um, one day I said that's it|And things went wrong during that production and um, one day I said that's it
ah006-027|And there was a director a famous director John Dexter who was a bit of a, a monster but he was a great director, but he was a bully|And there was a director a famous director John Dexter who was a bit of a, a monster but he was a great director, but he was a bully
ah006-029|I said I'm not going in anymore|I said I'm not going in anymore
ah006-030|You see you can't do that you'll never work again I said I don't care, I don't care|You see you can't do that you'll never work again I said I don't care, I don't care
ah006-031|And I didn't at that was my attitude I didn't ke care about anything|And I didn't at that was my attitude I didn't ke care about anything
ah006-032|Ah I look back over the years and I think well if I hadn't done made that decision, it was probably the wrong decision or I don't know|Ah I look back over the years and I think well if I hadn't done made that decision, it was probably the wrong decision or I don't know
ah006-033|I was motivated by I think, restlessness, anger, and arrogant and all that, but I wouldn't be here today if I hadn't done that|I was motivated by I think, restlessness, anger, and arrogant and all that, but I wouldn't be here today if I hadn't done that
ah006-034|My agent phoned one afternoon I was in the theater early, I was there early you know getting ready to go on|My agent phoned one afternoon I was in the theater early, I was there early you know getting ready to go on
ah006-035|And there was a long, run this and I was getting tired and, bored, wanting to break out|And there was a long, run this and I was getting tired and, bored, wanting to break out
ah006-036|My agent sent me the script he said, I want you to read it from, a script called silence of the lambs, and I thought it was it was a, I said is it a children's story? He said no|My agent sent me the script he said, I want you to read it from, a script called silence of the lambs, and I thought it was it was a, I said is it a children's story? He said no
ah006-037|Play, the part of Hannibal Lecter, they they're very interested in you playing it so, the script came I read part of it, I phoned him up I said is this an offer or not?|Play, the part of Hannibal Lecter, they they're very interested in you playing it so, the script came I read part of it, I phoned him up I said is this an offer or not?
